values,condition,replicate
7.888857389,C,6
7.036336899,C,6
8.192223492,C,6
9.907581867,C,6
11.00637158,C,6
8.638796425,C,6
9.499346261,C,6
7.758273545,C,6
8.49663698,C,6
7.381837174,C,6
8.432856979,C,6
8.51827965,C,6
7.905011032,C,6
7.215182423,C,6
9.642093024,C,6
6.966444859,C,6
7.693632021,C,6
8.178700735,C,6
8.696983385,C,6
8.276393847,C,6
8.937885294,C,6
5.271959746,C,6
9.128524396,C,6
9.483437527,C,6
6.552468835,C,6
8.166475402,C,6
6.743047328,C,6
10.61658189,C,6
8.509690509,C,6
7.281115273,C,6
8.567629665,C,6
7.469808537,C,6
10.03924411,C,6
9.953660697,C,6
10.42940923,C,6
5.499630681,C,6
8.614962434,C,6
8.211318853,C,6
10.09468808,C,6
9.621563121,C,6
8.049569236,C,6
6.848698157,C,6
6.664199371,C,6
8.490049573,C,6
5.316983549,C,6
8.543144454,C,6
9.750660371,C,6
6.918648605,C,6
6.848175681,C,6
8.423595547,C,6
12.98491128,C,6
7.285309389,C,6
9.831697528,C,6
8.37388393,C,6
10.50028685,C,6
8.11404992,C,6
8.057774693,C,6
8.883741862,C,6
6.220111897,C,6
7.027370821,C,6
9.642264032,C,6
7.018321372,C,6
11.02155912,C,6
7.701366263,C,6
9.450937488,C,6
7.943117233,C,6
9.076269554,C,6
10.75453277,C,6
10.77181394,C,6
8.411719662,C,6
7.451248118,C,6
9.276360872,C,6
7.321411502,C,6
7.543973797,C,6
5.353570183,C,6
7.542592322,C,6
8.117212018,C,6
12.00086818,C,6
9.661499859,C,6
8.67537539,C,6
7.370208903,C,6
4.511567401,C,6
8.089473486,C,6
4.577978186,C,6
7.465131524,C,6
9.406840776,C,6
8.657532021,C,6
8.782881011,C,6
8.655078952,C,6
8.59067259,C,6
8.956904285,C,6
9.441536166,C,6
5.886821415,C,6
6.485258023,C,6
9.538587607,C,6
7.165710857,C,6
9.523761463,C,6
7.578185789,C,6
6.359201026,C,6
8.023561278,C,6
3.879048921,C,6
9.413747328,C,6
6.664456517,C,6
9.736158816,C,6
8.9882472,C,6
6.990901242,C,6
8.309910694,C,6
6.596671975,C,6
9.142443268,C,6
9.674551793,C,6
6.53357892,C,6
3.979138507,C,6
7.356379795,C,6
9.232024866,C,6
9.079361577,C,6
8.741050626,C,6
9.474845167,C,6
5.290269783,C,6
9.351978175,C,6
7.150238892,C,6
9.205560538,C,6
8.228168463,C,6
8.460297242,C,6
6.49925838,C,6
9.646813699,C,6
8.858291296,C,6
7.215784289,C,6
11.50128452,C,6
10.98730374,C,6
8.416709218,C,6
6.185767687,C,6
4.805218697,C,6
9.285604448,C,6
5.842769804,C,6
9.001157587,C,6
8.458135529,C,6
8.479015864,C,6
8.367651981,C,6
9.330616742,C,6
8.399561814,C,6
10.21849073,C,6
11.20215202,C,6
9.206232619,C,6
9.027291772,C,6
8.563741358,C,6
10.10018947,C,6
7.678018259,C,6
7.799795347,C,6
8.179063214,C,6
13.13610275,C,6
7.764685947,D,1
8.533439515,D,1
5.970846508,D,1
9.771157942,D,1
8.087816932,D,1
8.867614427,D,1
7.244208248,D,1
6.372567928,D,1
6.618881347,D,1
7.77063071,D,1
4.971451204,D,1
9.267083881,D,1
10.00657565,D,1
8.382480633,D,1
6.812109447,D,1
8.712887517,D,1
8.544018594,D,1
4.601187652,D,1
6.510183784,D,1
7.977664401,D,1
7.256035062,D,1
8.438850971,D,1
9.680815593,D,1
5.761207266,D,1
10.59203683,D,1
9.534767405,D,1
8.127142298,D,1
6.931738073,D,1
7.575969867,D,1
9.738492385,D,1
9.229712921,D,1
7.397016099,D,1
9.59854864,D,1
10.77450618,D,1
7.291959115,D,1
8.934334783,D,1
8.198258073,D,1
9.518504633,D,1
7.178269245,D,1
5.601545448,D,1
8.834557078,D,1
7.041827922,D,1
10.63776174,D,1
8.520305718,D,1
9.203867006,D,1
7.708816945,D,1
6.685345321,D,1
10.55263661,D,1
10.60204409,D,1
8.021322959,D,1
9.705557433,D,1
10.99421705,D,1
9.127338953,D,1
9.059291479,D,1
12.25408386,D,1
5.856877073,D,1
8.137905905,D,1
7.19329748,D,1
8.00401075,D,1
9.379414232,D,1
9.645069967,D,1
12.29643723,D,1
11.45388575,D,1
8.327471718,D,1
9.402619244,D,1
11.13325854,D,1
10.87387505,D,1
4.50916031,D,1
1.386537546,D,1
10.57219673,D,1
7.999240692,D,1
6.477945644,D,1
7.367279519,D,1
10.57978914,D,1
8.192779011,D,1
10.78554379,D,1
8.060002626,D,1
9.069390887,D,1
8.963401707,D,1
8.366862799,D,1
8.877204894,D,1
8.339842248,D,1
10.43247208,D,1
7.833804964,D,1
8.036549337,D,1
9.257213188,D,1
6.407642971,D,1
7.749610485,D,1
10.13323205,D,1
10.1385754,D,1
9.816960094,D,1
9.722742073,D,1
10.0705291,D,1
8.252631398,D,1
10.9972825,D,1
10.05741588,D,1
6.064904898,D,1
8.696875124,D,1
7.099896657,D,1
9.089392159,D,1
8.378508889,D,1
7.901434895,D,1
8.889927239,D,1
6.386988231,D,1
8.750046494,D,1
8.140794922,D,1
6.562330167,D,1
10.4523244,D,1
11.30143667,D,1
5.388295388,D,1
12.00066937,D,1
10.55951234,D,1
10.19554919,D,1
6.738878431,D,1
8.903745873,D,1
8.663606751,D,1
9.146524896,D,1
8.149647381,D,1
8.994080868,D,1
8.860435523,D,1
9.837362665,D,1
8.061326672,D,1
9.71982694,D,1
10.75412401,D,1
9.777406171,D,1
11.28717701,D,1
8.847883402,D,1
10.28813906,D,1
8.445957803,D,1
6.66577342,D,1
7.554999003,D,1
8.758916461,D,1
9.849341884,D,1
8.806752517,D,1
7.811440564,D,1
7.401193411,D,1
5.732674165,D,1
10.02357442,D,1
9.635695367,D,1
6.182171791,D,1
6.288057943,D,1
8.122819644,D,1
9.23116091,D,1
6.97018057,D,1
10.04541543,D,1
10.1168771,D,1
10.95874585,D,1
11.14875712,D,1
8.76603916,D,1
7.624010136,D,1
8.345243857,D,1
7.700455087,D,1
5.420175639,D,1
13.47812256,D,1
10.42527436,D,1
9.892493399,D,1
10.7296466,D,1
11.01064889,D,1
11.7405347,D,1
9.962299789,D,1
10.20691408,D,1
11.25789013,D,1
9.887896535,D,1
7.769790222,D,1
6.784178567,D,1
7.183554968,D,1
10.95773123,D,1
7.289039075,D,1
9.924667574,D,1
9.917302584,D,1
10.09767467,D,1
7.419619242,D,1
9.575427137,D,1
8.842955182,D,1
7.660364462,D,1
8.664984783,D,1
9.54004447,D,1
10.97254628,D,1
8.065087987,D,1
10.77291253,D,1
8.347207409,D,1
7.767856118,D,1
7.630178066,D,1
9.06888493,D,1
9.419106192,D,1
7.914749429,D,1
7.761062195,D,1
7.987356802,D,1
10.23721838,D,1
6.835875465,D,1
7.219894061,D,1
9.552310077,D,1
4.790651048,D,1
8.784240694,D,1
10.0370707,D,1
9.717411364,D,1
9.118229885,D,1
9.882806028,D,1
9.723503399,D,1
9.170915012,D,1
10.89879003,D,1
9.995642789,D,1
7.607796791,D,1
8.154031779,D,1
8.372677896,D,1
7.472096419,D,1
11.78613003,D,1
9.819761582,D,1
7.174660931,D,1
7.277594947,D,1
8.335191746,D,1
7.569937786,D,1
7.938165224,D,1
8.682610561,D,1
8.840338756,D,1
9.34217422,D,1
7.749707019,D,1
11.30749981,D,1
8.523095446,D,1
12.56277625,D,1
10.4124431,D,1
10.31991624,D,1
9.021815735,D,1
10.62748025,D,1
11.67290602,D,1
7.402989164,D,1
9.156180858,D,1
8.076445734,D,1
6.732082515,D,1
9.700627932,D,1
9.071798803,D,1
9.134407998,D,1
10.05039643,D,1
9.283426445,D,1
9.694064063,D,1
9.293306417,D,1
9.563513943,D,1
9.937956536,D,1
4.902759295,D,1
10.77162191,D,1
10.54340387,D,1
8.574919555,D,1
8.69713349,D,1
7.404542699,D,1
8.977696112,D,1
9.817643996,D,1
11.03093986,D,1
5.555255924,D,1
6.745213996,D,1
9.828496067,D,1
9.698163507,D,1
8.283680615,D,1
6.724789922,D,1
9.359003855,D,1
11.07124785,D,1
8.510859057,D,1
7.580656164,D,1
8.709196182,D,1
9.154425001,D,1
8.56826545,D,1
3.707697428,D,1
9.797817035,D,1
9.595721096,D,1
10.18598597,D,1
9.580730507,D,1
9.718831403,D,1
7.866417503,D,1
7.378957166,D,1
8.25517016,D,1
10.41542965,D,1
9.459456247,D,1
8.130312719,D,1
10.02546888,D,1
7.318369795,D,1
7.172043941,D,1
6.871904228,D,1
9.36254803,D,1
7.849784792,D,1
10.35492416,D,1
6.575712563,D,1
8.972369139,D,1
10.77611998,D,1
8.620041728,D,1
10.61922186,D,1
10.12889622,D,1
8.947090605,D,1
8.201458983,D,1
9.40425385,D,1
8.4302049,D,1
8.570634592,D,1
9.465932146,D,1
10.05879213,D,1
10.92524228,D,1
8.927630038,D,1
6.021575383,D,1
9.782313108,D,1
8.239297646,D,1
6.90637547,D,1
8.629780891,D,1
10.15335842,D,1
12.25217579,D,1
9.507606911,D,1
8.967150291,D,1
10.0970691,D,1
9.262849459,D,1
7.96788191,D,1
8.760226335,D,1
7.256169021,D,1
9.004283374,D,1
7.342852442,D,1
7.936904853,D,1
9.902170695,D,1
10.06394504,D,1
7.416695339,D,1
6.119472366,D,1
9.667601896,D,1
6.672258673,D,1
9.396302367,D,1
7.244797482,D,1
5.416525848,D,1
8.044366992,D,1
8.147458202,D,1
8.410780981,D,1
8.48282015,D,1
8.078252412,D,1
8.529962668,D,1
8.288386778,D,1
7.818935415,D,1
8.724304192,D,1
7.872095895,D,1
8.603029446,D,1
8.620969341,D,1
10.75925583,D,1
8.220516096,D,1
9.481392444,D,1
7.353255588,D,1
7.559106691,D,1
6.527886855,D,1
10.18793199,D,1
9.631130558,D,1
11.93693709,D,1
10.70494769,D,1
8.088321886,D,1
6.993764501,D,1
6.858512225,D,1
8.768245005,D,1
10.3561457,D,1
9.781843552,D,1
6.733087443,D,1
8.202362869,D,1
8.651838207,D,1
9.673934526,D,1
6.650837725,D,1
9.728473608,D,1
10.19866494,D,1
7.675938139,D,1
9.678370936,D,1
9.428855637,D,1
10.79681787,D,1
8.915922105,D,1
11.2850109,D,1
9.526606503,D,1
8.0446708,D,1
9.823267568,D,1
9.317887039,D,1
10.56501487,D,1
7.930067531,D,1
10.8970593,D,1
9.835799574,D,1
9.501190181,D,1
10.54705554,D,1
11.4687369,D,1
9.57057597,D,1
8.123052513,D,1
8.18012021,D,1
6.116905663,D,1
6.025854389,D,1
10.31736992,D,1
11.13872427,D,1
9.534887387,D,1
9.652308571,D,1
9.65470921,D,1
4.283534438,D,1
8.121768428,D,1
10.38812148,D,1
7.49695363,D,1
8.352298378,D,1
10.93470161,D,1
9.829258497,D,1
11.42872792,D,1
8.534173561,D,1
8.85849521,D,1
7.400905937,D,1
7.175414203,D,1
6.315925499,D,1
7.970546389,D,1
12.91733927,D,1
9.784408627,D,1
7.758493645,D,1
9.458474754,D,1
8.944044625,D,1
6.488722566,D,1
7.58845908,D,1
13.49439756,D,1
7.068802957,D,1
9.838859479,D,1
8.260360014,D,1
11.46108674,D,1
9.37589839,D,1
9.961061464,D,1
9.74230757,D,1
5.304710581,D,1
10.40907137,D,1
8.538290333,D,1
11.22232193,D,1
4.942650155,D,1
8.705758143,D,1
7.287416171,D,1
9.454185911,D,1
7.927708033,D,1
9.521863919,D,1
6.812611885,D,1
10.4648048,D,1
10.3168932,D,1
9.051369992,D,1
8.193740211,D,1
5.410382308,D,1
9.339125487,D,1
10.00871993,D,1
9.310886671,D,1
7.769463939,D,1
10.68762219,D,1
7.854491299,D,1
9.91560182,D,1
9.271772047,D,1
7.877689351,D,1
8.802775161,D,1
8.538138347,D,1
9.659098321,D,1
9.565547459,D,1
9.582777126,D,1
8.640366194,D,1
7.990971383,D,1
10.27471596,D,1
8.288005663,D,1
10.24527252,D,1
7.134116501,D,1
7.558832769,D,1
9.330897906,D,1
8.189690827,D,1
10.00809838,D,1
9.969030193,D,1
11.38640093,D,1
9.961818394,D,1
8.024675379,D,1
9.502328534,D,1
9.942833251,D,1
5.472312081,D,1
9.98445986,D,1
9.950500713,D,1
6.066294362,D,1
10.30252159,D,1
10.18183621,D,1
6.84202259,D,1
7.254041449,D,1
7.85600695,D,1
10.13913505,D,1
7.868755631,D,1
9.144272827,D,1
8.361377042,D,1
7.854241172,D,1
9.404053951,D,1
10.77907118,D,1
5.65404794,D,1
9.33952531,D,1
10.61785018,D,1
8.544981481,D,1
8.219332499,D,1
8.930722169,D,1
12.16395884,D,1
10.17774705,D,1
11.81844742,D,1
6.419488904,D,1
10.74087468,D,1
9.463452551,D,1
9.823407992,D,1
9.471401735,D,1
6.940039537,D,1
8.882896857,D,1
10.97183347,D,1
8.82868113,D,1
8.560667677,D,1
10.062515,D,1
8.923259356,D,1
9.490440282,D,1
10.6939207,D,1
9.564956518,D,1
9.470133669,D,1
8.162539257,D,1
7.274960057,D,1
10.40110744,D,1
6.755889747,D,1
10.08140496,D,1
9.221284698,D,1
9.151445835,D,1
11.99192279,D,1
9.258617012,D,1
7.641391487,D,1
11.27651724,D,1
5.741225038,D,1
10.1197546,D,1
8.257411764,D,1
8.449346033,D,1
6.461430171,D,1
10.38458804,D,1
11.8877858,D,1
8.410171846,D,1
10.26993475,D,1
9.811139941,D,1
9.045825575,D,1
7.606445379,D,1
6.69568136,D,1
10.44842487,D,1
8.958257004,D,1
12.2445365,D,1
8.046724942,D,1
7.434031667,D,1
8.727936988,D,1
6.525828983,D,1
6.03777731,D,1
8.47089382,D,1
6.64298938,D,1
10.1616387,D,1
7.750452593,D,1
7.456736161,D,1
9.631622231,D,1
6.957990264,D,1
9.113027907,D,1
10.53795468,D,1
5.820736861,D,1
9.288767989,D,1
9.295917146,D,1
8.170598035,D,1
8.794036473,D,1
7.099544898,D,1
7.363209616,D,1
8.113521637,D,1
7.094321291,D,1
9.253280096,D,1
7.252654555,D,1
10.19363281,D,1
10.23189179,D,1
6.970206461,D,1
7.64368958,D,1
12.0702134,D,1
7.175864024,D,1
9.541104081,D,1
12.02072632,D,1
9.150445967,D,1
8.60115216,D,1
11.38058461,D,1
6.508863552,D,1
9.128740027,D,1
7.338730015,D,1
10.52401529,D,1
8.06003189,D,1
5.672288838,D,1
6.919671274,D,1
8.028663489,D,1
9.25165041,D,1
10.04050905,D,1
5.760459285,D,1
7.196149199,D,1
9.592173883,D,1
10.35495173,D,1
7.188604443,D,1
7.528085143,D,1
10.88552136,D,1
10.42680052,D,1
10.77379446,D,1
9.668449315,D,1
6.890570567,D,1
8.709959061,D,1
8.207538465,D,1
8.433874122,D,1
9.919329051,D,1
6.001829345,D,1
7.965344278,D,1
8.911797724,D,1
7.25496692,D,1
7.229350419,D,1
11.60053404,D,1
9.687536351,D,1
7.444111318,D,1
9.587069257,D,1
10.36637659,D,1
9.107374663,D,1
8.879045725,D,1
7.963700158,D,1
9.509977957,D,1
6.230468385,D,1
8.693962431,D,1
7.510505912,D,1
6.358534447,D,1
7.894592304,D,1
8.440409487,D,1
11.45237581,D,1
8.796839575,D,1
8.890527528,D,1
8.749761294,D,1
8.348555222,D,1
7.359132112,D,1
7.375205608,D,1
8.483544249,D,1
6.339133021,D,1
8.603420933,D,1
7.782062467,D,1
10.34108846,D,1
9.218199313,D,1
7.902560254,D,1
9.319521167,D,1
9.193245487,D,1
9.12950747,D,1
7.335727876,D,1
10.00490993,D,1
10.70812404,D,1
11.43753052,D,1
7.562559852,D,1
10.92991607,D,1
9.647363968,D,1
10.21246695,D,1
11.01219128,D,1
7.065343196,D,1
7.869702399,D,1
7.838748341,D,1
7.803232459,D,1
10.77021337,D,1
9.178124607,D,1
7.198084167,D,1
6.495957729,D,1
7.909218872,D,1
6.320475072,D,1
10.25632121,D,1
10.08337006,D,1
11.60000285,D,1
6.689159878,D,1
10.45828247,D,1
8.762409371,D,1
7.369523867,D,1
8.12086936,D,1
7.913927585,D,1
7.300730923,D,1
9.690290667,D,1
10.67063758,D,1
8.721156006,D,1
10.024443,D,1
8.019162494,D,1
9.564981326,D,1
8.507471592,D,1
10.32804488,D,1
8.127441554,D,1
8.331504036,D,1
11.12588597,D,1
10.86260024,D,1
9.234950714,D,1
6.449866296,D,1
8.232649458,D,1
10.20121747,D,1
12.61267264,D,1
8.96177371,D,1
9.514999198,D,1
7.449868533,D,1
7.334722121,D,1
8.571754857,D,1
6.967505575,D,1
10.45805951,D,1
8.573128964,D,1
9.086343053,D,1
7.503928161,D,1
10.95081096,D,1
9.01334097,D,1
8.314846046,D,1
9.811978035,D,1
8.802933309,D,1
8.067571289,D,1
6.846252385,D,1
10.54723222,D,1
7.025954263,D,1
9.817309295,D,1
6.708363021,D,1
8.274262811,D,1
9.715379962,D,1
10.86336487,D,1
7.598153885,D,1
4.474326475,D,1
9.283695069,D,1
6.912062981,D,1
8.651044218,D,1
9.814408303,D,1
8.305453156,D,1
7.85255411,D,1
9.285910713,D,1
8.400865235,D,1
10.06412756,D,1
8.97628581,D,1
9.276315216,D,1
10.61338235,D,1
8.566087015,D,1
9.777866506,D,1
8.519020755,D,1
7.861991451,D,1
8.415417911,D,1
9.798853319,D,1
11.22200052,D,1
7.880340069,D,1
7.246131189,D,1
6.67368083,D,1
11.51003906,D,1
7.836532862,D,1
8.288312005,D,1
6.112439274,D,1
10.03379461,D,1
7.580939939,D,1
6.217245579,D,1
10.14753786,D,1
9.253661585,D,1
9.810542037,D,1
14.14636726,D,1
5.430482408,D,1
11.08220788,D,1
7.346261161,D,1
10.5964884,D,1
8.159122894,D,1
8.315129641,D,1
9.035143617,D,1
10.69172744,D,1
8.88822141,D,1
8.803463617,D,1
8.296498765,D,1
7.938105834,D,1
6.911656519,D,1
6.684737177,D,1
6.858759648,D,1
8.626226845,D,1
10.85568781,D,1
9.375132472,D,1
12.81918557,D,1
7.740324458,D,1
6.867036528,D,1
7.566366789,D,1
8.307166514,D,1
8.343955497,D,1
10.52256068,D,1
8.150584076,D,1
10.65827223,D,1
9.399504209,D,1
8.394330616,D,1
12.41379353,D,1
8.243953824,D,1
8.843264355,D,1
6.355475407,D,1
7.382008418,D,1
9.669881175,D,1
9.672637224,D,1
8.928003073,D,1
11.94356401,D,1
8.418855526,D,1
9.472582982,D,1
7.902564462,D,1
8.58630921,D,1
9.076709679,D,1
4.492877035,D,1
8.872597416,D,1
13.04874156,D,1
8.285732576,D,1
9.113844513,D,1
9.603274413,D,1
7.453853788,D,1
7.626323815,D,1
8.990157787,D,1
9.471309987,D,1
9.62268588,D,1
8.363788301,D,1
10.94333445,D,1
8.182651153,D,1
9.533766548,D,1
7.72917617,D,1
10.20441692,D,1
8.171463388,D,1
10.97563045,D,1
7.370748175,D,1
10.08316564,D,1
7.63083855,D,1
4.907555853,D,1
10.37902737,D,1
9.062582926,D,1
10.74745928,D,1
8.014995802,D,1
10.24410093,D,1
9.632924244,D,1
8.45610211,D,1
7.999557362,D,1
11.36877947,D,1
10.56366066,D,1
11.13191134,D,1
11.62199324,D,1
7.896908118,D,1
10.64274038,D,1
9.523471097,D,1
11.72238148,D,1
7.615395784,D,1
6.255041319,D,1
10.08411571,D,1
9.652326379,D,1
5.929690916,D,1
7.978925284,D,1
6.513293014,D,1
9.107118086,D,1
10.06463776,D,1
5.297572422,D,1
10.02307783,D,1
9.869453358,D,1
8.786122743,D,1
11.60010693,D,1
7.998723996,D,1
7.750542083,D,1
9.546258597,D,1
9.165032523,D,1
7.255735946,D,1
9.965727786,D,1
7.754876959,D,1
7.079606877,D,1
4.6935188,D,1
7.328299905,D,1
8.538660744,D,1
10.06257721,D,1
8.287908724,D,1
6.996010277,D,1
6.826937945,D,1
11.03380318,D,1
8.275163301,D,1
8.488616667,D,1
6.620347995,D,1
7.094224475,D,1
8.314594487,D,1
8.0192194,D,1
6.952474285,D,1
8.950599934,D,1
9.692917371,D,1
9.44176202,D,1
5.581386499,D,1
7.307465189,D,1
8.046986881,D,1
6.87578065,D,1
8.901810642,D,1
9.801098566,D,1
6.739776649,D,1
8.314346581,D,1
12.28065315,D,1
8.002060485,D,1
4.108261984,D,1
9.300291767,D,1
9.699891737,D,1
6.78033702,D,1
6.023774379,D,1
7.143041374,D,1
9.760150357,D,1
9.990668528,D,1
10.32953112,D,1
8.484760228,D,1
5.832293363,D,1
2.924662371,D,1
7.580803104,D,1
11.39600922,D,1
9.254732546,D,1
7.439545942,D,1
7.614106072,D,1
8.62245553,D,1
9.429699238,D,1
11.2216003,D,1
8.60255228,D,1
7.511290785,D,1
8.987147902,D,1
4.725431947,D,1
10.31379498,D,1
9.45041817,D,1
9.164621855,D,1
6.265720379,D,1
8.871673913,D,1
10.92514003,D,1
9.863838515,D,1
7.836373795,D,1
9.675127808,D,1
8.181354723,D,1
10.06468931,D,1
12.69233401,D,1
7.377478543,D,1
9.695831783,D,1
7.193180812,D,1
9.022359718,D,1
8.147430839,D,1
7.939222152,D,1
8.382487315,D,1
6.969900998,D,1
7.771313898,D,1
9.554561632,D,1
10.2684256,D,1
6.632442185,D,1
10.23612149,D,1
10.57819263,D,1
9.902218037,D,1
7.269096607,D,1
10.38273261,D,1
10.1801412,D,1
10.30723364,D,1
6.62621628,D,1
7.30537928,D,1
9.924176073,D,1
8.082815799,D,1
9.10654019,D,1
9.116838518,D,1
11.41903232,D,1
9.189198643,D,1
4.084598257,D,1
8.579886255,D,1
9.540785781,D,1
8.898129566,D,1
13.28171449,D,1
7.187334997,D,1
7.645118745,D,1
10.63484382,D,1
8.63240825,D,1
9.85903132,D,1
9.630249784,D,1
10.1890286,D,1
8.851215855,D,1
3.783509383,D,1
9.850717841,D,1
9.178992968,D,1
8.11206908,D,1
8.204371149,D,1
8.664564221,D,1
9.595151589,D,1
10.11812139,D,1
9.104376947,D,1
10.70384632,D,1
9.570777116,D,1
8.410089535,D,1
9.589070953,D,1
11.05384332,D,1
10.66616817,D,1
7.289576954,D,1
10.89587317,D,1
5.892436437,D,1
6.172191612,D,1
8.859283664,D,1
8.389519802,D,1
8.208909209,D,1
9.779839413,D,1
12.49473235,D,1
8.338142668,D,1
9.553587646,D,1
10.73912635,D,1
7.5239513,D,1
9.140387027,D,1
10.26443389,D,1
9.982669736,D,1
8.901013728,D,1
7.210963455,D,1
5.347294171,D,1
8.820608466,D,1
11.33164087,D,1
8.588960203,D,1
8.596659755,D,1
9.906077005,D,1
9.1948797,D,1
8.978755677,D,1
5.835965532,D,1
8.859490206,D,1
7.342527053,D,1
8.320714041,D,1
9.386426348,D,1
7.086113638,D,1
6.657822147,D,1
9.41223464,D,1
7.807467149,D,1
9.430344036,D,1
8.174964741,D,1
9.97030118,D,1
9.909802471,D,1
8.794253598,D,1
7.451737358,D,1
10.08138065,D,1
10.6768706,D,1
8.80525245,D,1
7.1557256,D,1
10.10619856,D,1
5.371077421,D,1
7.779690913,D,1
7.51725704,D,1
9.480391746,D,1
7.958362164,D,1
8.261161914,D,1
11.27471532,D,1
9.700022011,D,1
8.378291986,D,1
8.906195547,D,1
8.483172205,D,1
6.185712535,D,1
6.745272424,D,1
8.814532317,D,1
9.586551379,D,1
8.749344302,D,1
9.83461009,D,1
7.545391024,D,1
8.82850235,D,1
9.360150281,D,1
8.585005507,D,1
8.694905324,D,1
6.368776191,D,1
9.386049821,D,1
8.968350038,D,1
8.607302876,D,1
8.160938783,D,1
9.066152204,D,1
9.103065609,D,1
9.286745539,D,1
8.029463703,D,1
10.27913454,D,1
8.505266824,D,1
10.10011963,D,1
8.781163692,D,1
7.487446298,D,1
8.775215882,D,1
9.319739065,D,1
6.546209516,D,1
11.0076933,D,1
9.03167564,D,1
7.578096511,D,1
6.438001932,D,1
7.292357346,D,1
7.628732313,D,1
8.663638866,D,1
7.343361278,D,1
6.711262535,D,1
6.503619038,D,1
9.030970459,D,1
9.669852339,D,1
8.288154197,D,1
6.474902602,D,1
9.118820757,D,1
8.517156454,D,1
8.044819542,D,1
7.638134012,D,1
8.896479607,D,1
10.00097672,D,1
9.469316619,D,1
8.795216469,D,1
7.922739809,D,1
8.694041677,D,1
10.16604757,D,1
7.883582186,D,1
6.786334067,D,1
7.377946055,D,1
9.944515605,D,1
5.314556444,D,1
9.287977313,D,1
11.29882197,D,1
10.78271659,D,1
9.113373666,D,1
9.45444945,D,1
10.15264649,D,1
10.0473458,D,1
6.793195289,D,1
8.272444849,D,1
11.26267371,D,1
6.81214722,D,1
7.695749852,D,1
7.234259133,D,1
10.36817918,D,1
7.650513641,D,1
9.244033408,D,1
10.24592475,D,1
6.897471205,D,1
9.589286066,D,1
10.8467745,D,1
8.407644463,D,1
9.290537509,D,1
8.978976448,D,1
6.721228829,D,1
6.150454369,D,1
8.151795484,D,1
8.144717201,D,1
7.528899982,D,1
9.342758465,D,1
8.61866735,D,1
10.16398041,D,1
6.415539128,D,1
10.6781588,D,1
10.0837993,D,1
9.801627213,D,1
8.815067398,D,1
8.99574222,D,1
6.986205265,D,1
7.006677762,D,1
8.122090546,D,1
8.690822239,D,1
8.137316286,D,1
9.882352075,D,1
9.416814251,D,1
9.876115279,D,1
5.03555759,D,1
9.590228886,D,1
7.349028724,D,1
7.778178918,D,1
10.22799667,D,1
6.578037293,D,1
5.158703146,D,1
7.594455126,D,1
5.583779367,D,1
8.889030696,D,1
9.655732037,D,1
7.096294858,D,1
9.122857414,D,1
9.117087858,D,1
7.66806213,D,1
8.68145595,D,1
9.537958521,D,1
8.730379047,D,1
8.529952568,D,1
9.119740522,D,1
8.278894124,D,1
9.779318459,D,1
7.970540706,D,1
9.662321371,D,1
8.52348536,D,1
6.279223616,D,1
7.955741181,D,1
7.559012455,D,1
7.842866806,D,1
6.307658098,D,1
7.132472682,D,1
7.583842111,D,1
6.103482417,D,1
7.189542985,D,1
7.222511179,D,1
10.32534506,D,1
9.926307445,D,1
6.706548084,D,1
9.121655834,D,1
6.98302485,D,1
10.61550696,D,1
6.740947082,D,1
8.721777361,D,1
9.754079547,D,1
8.230900713,D,1
8.776779962,D,1
8.280596197,D,1
9.198122342,D,1
9.93872464,D,1
9.539771012,D,1
8.07216941,D,1
7.627348907,D,1
9.666920742,D,1
6.716029767,D,1
9.544356575,D,1
8.710422896,D,1
6.900309033,D,1
4.460525783,D,1
7.402508728,D,1
9.057884885,D,1
8.604916173,D,1
7.161801851,D,1
6.756861818,D,1
6.38801558,D,1
9.570139793,D,1
11.20325499,D,1
7.888466218,D,1
9.528943766,D,1
10.06292221,D,1
10.27091965,D,1
11.21150448,D,1
9.072215668,D,1
9.383959846,D,1
8.212508572,D,1
6.338808894,D,1
10.94559232,D,1
8.342601015,D,1
12.53755481,D,1
8.627669935,D,1
8.668752806,D,1
9.286467553,D,1
8.383447762,D,1
9.76484027,D,1
8.357261019,D,1
10.45354352,D,1
8.553135855,D,1
9.241999905,D,1
9.616747704,D,1
9.041314481,D,1
9.901920684,D,1
8.586206027,D,1
8.151075784,D,1
8.676866114,D,1
9.65446667,D,1
8.903142076,D,1
6.073455628,D,1
7.31738265,D,1
5.537189141,D,1
9.708515586,D,1
9.186601977,D,1
11.42783773,D,1
7.99013771,D,1
6.633361241,D,1
11.19382471,D,1
8.704954661,D,1
9.42003123,D,1
6.531073367,D,1
7.486189407,D,1
9.68106119,D,1
9.631347637,D,1
8.209995608,D,1
11.65695376,D,1
6.085836162,D,1
8.091381735,D,1
10.32522626,D,1
10.05286633,D,1
7.348118879,D,1
12.3081293,D,1
10.33592743,D,1
3.790352046,D,1
8.770916046,D,1
8.969067319,D,1
7.065732888,D,1
9.707077603,D,1
9.108064313,D,1
12.31367665,D,1
8.444375322,D,1
7.317086771,D,1
8.202084411,D,1
12.01994485,D,1
10.08123199,D,1
7.112473538,D,1
8.501755969,D,1
9.761453342,D,1
10.65389484,D,1
11.69426211,D,1
8.619026694,D,1
6.908111624,D,1
